iata_code;icao_code;name_eng;city_eng;страна_англ
NPA;KNPA;Пенсакола НАН;Пенсакола;Соединенные Штаты
NPE;NZNR;Хокс Бэй;Напье-Гастингс;Новая Зеландия
NPG;;К;К;Папуа - Новая Гвинея
NPH;;Нефий;Нефий;Соединенные Штаты
NPL;NZNP;Нью-Плимут;Нью-Плимут;Новая Зеландия
NPO;WIOG;Нангапино;Нангапино;Индонезия
NPP;YNPB;Нэпперби;Нэпперби;Австралия
NPT;KUUU;Состояние;Ньюпорт;Соединенные Штаты
NPU;;Сан-Педро-Ураба;Сан-Педро-Ураба;Колумбия
NQA;KNQA;Региональный реактивный порт Миллингтона;Миллингтон, Теннесси;Соединенные Штаты
NQI;KNQI;В;Кингсвилл;Соединенные Штаты
NQL;SWNQ;Никланд;Никланд;Бразилия
NQN;SAZN;Неукен;Неукен;Аргентина
NQT;EGBN;Ноттингем аэропорт;Ноттингем;Великобритания
NQU;SKNQ;нуки;нуки;Колумбия
NQX;KNQX;В;Ки-Уэст;Соединенные Штаты
NQY;EGHQ;Ньюки Корнуолл аэропорт;Ньюквей;Великобритания
NRA;YNAR;Наррандера;Наррандера;Австралия
NRB;KNRB;Нс;Мейпорт;Соединенные Штаты
NRC;KTIW;На полях;Посадка ворон;Соединенные Штаты
NRD;EDWY;Нордерней;Нордерней;Германия
NRE;;Намроле;Намроле;Индонезия
NRG;YNRG;Наррогин;Наррогин;Австралия
NRI;LPMR;Шангри-Ла;Шангри-Ла;Соединенные Штаты
NRK;ESSP;Королевская песня;Норчепинг;Швеция
NRL;EGEN;Норт Рональдсей;Норт Рональдсей;Великобритания
NRM;GANK;Нара;Нара;Они имели
NRN;EDLV;чихать;Дюссельдорф;Германия
NRR;TJNR;Рузвельта НАН;Рузвельт Роудс;Пуэрто-Рико
NRS;KNRS;В;Империал Бич;Румыния
NRT;RJAA;Международный аэропорт Нарита;Токио;Япония
NRV;;Береговая станция USCG;Гуам;Гуам (США)
NRY;;Ньюри;Ньюри;Австралия
NSA;;Нуса;Нуса;Австралия
NSB;;Северный СПБ;Бимини;Багамы
NSE;KNSE;Уайтинг Филд NAS;Милтон;Соединенные Штаты
NSF;KNSF;Эндрюс НАФ;Кэмп-Спрингс;Соединенные Штаты
NSH;OINN;Теперь Шахр;Теперь Шахр;Иран
NSI;FKYS;Нсимален Интернэшнл;Яунде;Камерун
NSM;YNSM;норвежец;норвежец;Австралия
NSN;NZNS;Нельсон;Нельсон;Новая Зеландия
NSO;YSCO;Скон;Скон;Австралия
NSP;RPLS;НАФ;Сангли-Пойнт;Филиппины
NST;VTSF;Накхонситхаммарат;Накхонситхаммарат;Таиланд
NSV;YNSH;Нусавилл;Нусавилл;Австралия
NSX;;Судно на воздушной подушке / Стартовая точка;Н. Саунд/Верджин Горда;Британские Виргинские острова
NSY;LICZ;Сигонелла НАФ;Шлепок;Италия
NTA;;Натадола;Натадола;Фиджи
NTB;ENNO;Нотодде;Нотодде;Норвегия
NTC;;Сент-Каролина;Сент-Каролина;Судан
NTD;KNTD;Пойнт-Мугу NAS (военно-морская база округа Вентура;Порт-Уэнеме, Калифорния;Соединенные Штаты
NTE;LFRS;Нант Атлантик;Нант;Франция
NTG;ZSNT;Наньтун;Наньтун;Гана
NTI;WASB;Бинтуни;Бинтуни;Индонезия
NTJ;;Манти-Ефремов;ЛОЖЬ;Соединенные Штаты
NTL;YWLM;Уильямтаун;Ньюкасл;Австралия
NTM;;Северная Мирацема;Северная Мирацема;Бразилия
NTN;YNTN;Нормантон;Нормантон;Австралия
NTO;GVAN;Санто Антао;Санто Антао;Кабо-Верде
NTQ;RJNW;Ното аэропорт;Вадзима;Япония
NTR;MMAN;Тустла Гутьеррес;Тустла Гутьеррес;Мексика
NTT;NFTP;Королева Лавения;Ниуатопутапу;Приехал
NTU;KNTU;В;Океана;Соединенные Штаты
NTX;WION;Натуна Ранай;Натуна Ранай;Индонезия
NTY;FAPN;Пиланесберг;Солнечный город;Южная Африка
NUB;YNUM;Нумбулвар;Нумбулвар;Австралия
NUD;HSNH;в Нахуде;в Нахуде;Судан
NUF;SKBO;Водохранилище Каслри;Хаттон;Шри-Ланка
NUG;;Нугурия;Нугурия;Папуа - Новая Гвинея
NUH;;Нунчия;Нунчия;Колумбия
NUI;PAQT;Нуиксут;Нуиксут;Соединенные Штаты
NUJ;BGGH;Ноджех;Ноджех;Иран
NUK;NTGW;Движущийся;Движущийся;Французская Полинезия
NUL;PANU;Нуулированный;Нуулированный;Соединенные Штаты
NUN;KNUN;Saufley NAS;Пенсакола;Соединенные Штаты
NUP;;В стране;В стране;Соединенные Штаты
NUQ;KNUQ;Моффетт Филд;вид на горы;Соединенные Штаты
NUR;YNUB;Нулевой житель;Нулевой житель;Австралия
NUS;NVSP;Норсуп;Норсуп;Вануату
NUT;;Вы умерли;Вы умерли;Папуа - Новая Гвинея
NUU;HKNK;Накуру;Накуру;Кения
NUW;KNUW;Остров Уидби NAS (Олт Филд);Оук-Харбор;Соединенные Штаты
NUX;USMU;Novy Urengoy;Novy Urengoy;Российская Федерация
NVA;SKNV;Маргита;туман;Колумбия
NVD;KNVD;Невада;Невада;Соединенные Штаты
NVG;;Новая Гвинея;Новая Гвинея;Никарагуа
NVI;UTSA;Навои;Навои;Узбекистан
NVK;ENNK;Фрамнес;Нарвик;Норвегия
NVP;SWNA;новая арипуана;арипуана;Бразилия
NVR;ULNN;Новгородский аэропорт;Новгород;Российская Федерация
NVS;LFQG;Невер;Невер;Франция
NVT;SBNF;Навигаторы;Навигаторы;Бразилия
NVY;VONV;Neyveli;Neyveli;Индия
NWA;FMCI;Мохели;Мохели;Коморские острова
NWH;;Парлин Филд;Ньюпорт;Соединенные Штаты
NWI;EGSH;Международный аэропорт Нориджа;Норвич;Великобритания
NWP;CWAR;НС;Аргентина;Канада
NWS;KNCY;Пирс 11/Уолл Стрит, СПБ;Нью-Йорк;Колумбия
NWT;;Новата;Новата;Папуа - Новая Гвинея
NWU;;В;Бермуды;Бермуды
NXX;KNXX;Уиллоу Гроув НАН;Уиллоу Гроув;Соединенные Штаты
NYE;HKNI;Болезненный;Болезненный;Кения
NYG;KNYG;Куантико Нас;Квантико;Соединенные Штаты
NYI;DGSN;Суньяни;Суньяни;Гана
NYK;HKNY;Нанюки;Нанюки;Кения
NYM;USMM;Надутый;Надутый;Российская Федерация
NYN;YNYN;Нинган;Нинган;Австралия
NYO;ESKN;поцарапанный;Стокгольм;Швеция
NYU;VYBG;Я тебя люблю;Я тебя люблю;Мьянма
NZA;FNZG;Нзаги;Нзаги;Ангола
NZE;GUNZ;Это год;Это год;Гвинея
NZH;;Маньчжурия;Маньчжурия;Китай
NZO;;Нзоя;Нзоя;Кения
NZW;OONZ;Южный Уэймут;Южный Уэймут;Соединенные Штаты
NZY;KNZY;Северный остров Нас;Сан Диего;Соединенные Штаты
OAG;YORG;Спрингхилл;Апельсин;Австралия
OAJ;KOAJ;Альберт Дж. Эллис;Джексонвилл;Соединенные Штаты
OAK;KOAK;Международный аэропорт Окленда;Окленд;Соединенные Штаты
OAL;EFOU;какао;какао;Бразилия
OAM;NZOU;Оамару;Оамару;Новая Зеландия
OAN;MHOA;оланчито;оланчито;Гондурас
OAR;KOAR;Муниципальная пристань;Марина, Калифорния;Соединенные Штаты
OAX;MMOX;Ксоксокотлан;Оахака;Мексика
OBA;;Обан;Обан;Австралия
OBC;HDOB;Обок;Обок;Джибути
OBD;;Обано;Обано;Индонезия
OBE;KOBE;округ;Окичоби;Соединенные Штаты
OBF;EDMO;Оберпфаффенхофен;Оберпфаффенхофен;Германия
OBI;SNTI;Поклонение;Поклонение;Бразилия
OBL;EBZR;Зоерсель;Зоерсель;Бельгия
OBM;;Моробе;Моробе;Папуа - Новая Гвинея
OBN;EGEO;Аэропорт Обан;Обан;Великобритания
OBO;RJCB;Обихиро;Обихиро;Япония
OBS;LFHO;Вальс-Лана;Обена;Франция
OBT;;Окленд/Колизей Стат;Окленд;Соединенные Штаты
OBU;PAOB;Кобук/Вена;Постучал;Соединенные Штаты
OBX;;Обо;Обо;Папуа - Новая Гвинея
OBY;BGSC;Иттоккортоормиит;Иттоккортоормиит;Гренландия
OCA;;Океанский риф;Океанский риф;Соединенные Штаты
OCC;SECO;Кока;Кока;Эквадор
OCE;KOXB;Муниципальный;Оушен-Сити;Соединенные Штаты
OCF;KOCF;Тейлор Филд;Окала;Соединенные Штаты
OCH;KOCH;Эл Мангам мл. Региональный;Накогдочес, Техас;Соединенные Штаты
OCI;MKBS;океанический;океанический;Соединенные Штаты
OCJ;MKBS;Боскобель;Восемь рек;Ямайка
OCN;KOKB;Муниципальный;Оушенсайд;Соединенные Штаты
OCV;SKOC;Чистая вода;Окана;Колумбия
OCW;KOCW;Уоррен Филд;Вашингтон;Соединенные Штаты
ODA;FEFW;Уадда;Уадда;Центрально-Африканская Республика
ODB;LEBA;Кордова;Кордова;Испания
ODD;YOOD;Уднадатта;Уднадатта;Австралия
ODE;EKOD;звон колоколов;Оденсе;Дания
ODH;EGVO;Станция РАФ;Одихам;Великобритания
ODJ;FEGO;Уанда Джалле;Уанда Джалле;Центрально-Африканская Республика
ODL;YCOD;Кордилло Даунс;Кордилло Даунс;Австралия
ODN;WBGI;Длинный Серидан;Длинный Серидан;Малайзия
ODR;YORV;Река Орд;Река Орд;Австралия
ODS;UKOO;Одесса Интернешнл;Одесса;Украина
ODW;KOKH;Оук-Харбор;Оук-Харбор;Соединенные Штаты
ODY;VLOS;Удомсай;Удомсай;Лаос
OEA;KOEA;Онеал;Венсенн;Соединенные Штаты
OEC;WPOC;я убил;я убил;Индонезия
OEL;UUOR;Орел;Орел;Российская Федерация
OEM;SMPA;Винсент Файкс;Паломеу;Суринам
OEO;KOEO;Муниципальный;Оцеола;Соединенные Штаты
OER;ESNO;Орнскольдсвик;Орнскольдсвик;Швеция
OES;SAVN;Сан-Антонио Вест;Сан-Антонио Вест;Аргентина
OFI;DIOF;Уанго Фитини;Уанго Фитини;Кот-д'Ивуар
OFJ;BIOF;Олафсфьордур;Олафсфьордур;Исландия
OFK;KOFK;Стефан Филд;Норфолк;Соединенные Штаты
OFU;NSAS;Одежда;Одежда;американское Самоа
OGA;KOGA;Сирл Филд;Огаллала;Соединенные Штаты
OGB;KOGB;Муниципальный;Оринджбург;Соединенные Штаты
OGD;KOGD;Муниципальный;Огден;Соединенные Штаты
OGE;;Огерананг;Огерананг;Папуа - Новая Гвинея
OGG;PHOG;Двойной;Мауи;Соединенные Штаты
OGL;SYGO;Огл;Огл;Гайана
OGN;ROYN;Йонагуни Джима;Йонагуни Джима;Япония
OGO;DIAU;Абенгуру;Абенгуру;Кот-д'Ивуар
OGR;FTTB;Громкий;Громкий;Чад
OGS;KOGS;Огденсбург;Огденсбург;Соединенные Штаты
OGV;LZOC;Заповедник Онгава;Заповедник Онгава;Намибия
OGX;DAUU;Айн-Бейда;Уаргла;Алжир
OGZ;URMO;Беслан;Владикавказ;Российская Федерация
OHA;NZOH;База Королевских ВВС;Все нормально;Новая Зеландия
OHC;EGXU;АФС;Северо-Восточный Кейп;Соединенные Штаты
OHD;LWOH;Охрид;Охрид;Македония
OHI;FYOS;Ошакати;Ошакати;Намибия
OHO;UHOO;Охотск;Охотск;Российская Федерация
OHP;;Вертодром;Обан;Габон
OHR;EDXY;Вик Ауф Фер;Вик Ауф Фер;Германия
OHT;OPKT;Кохат;Кохат;Пакистан
OIA;PHNL;Уриландия;Уриландия;Португалия
OIC;KOIC;Итон;Норвич;Соединенные Штаты
OIL;;Мемориал Сплана;Ойл-Сити, Пенсильвания;Соединенные Штаты
OIM;RJTO;Осима;Осима;Япония
OIR;RJEO;Осири;Осири;Япония
OIT;RJFO;И сделай это;И сделай это;Япония
OJC;KOJC;Джонсон Исполнительный;Канзас-Сити;Соединенные Штаты
OKA;ROAH;Кожа;Окинава;Япония
OKB;;Остров Фрейзер;Орхидейный пляж;Австралия
OKC;KOKC;Аэропорт Уилл Роджерс Уорлд;Оклахома-Сити;Соединенные Штаты
OKD;RJCO;Окадама;Саппоро;Япония
OKE;RJKB;Окино Эрабу;Окино Эрабу;Япония
OKF;FYOO;Окаукуэхо;Окаукуэхо;Намибия
OKG;;Окойо;Окойо;Конго
OKH;EGXJ;Коттесмор РАФ;Окэм;Великобритания
OKI;RJNO;Остров Оки;Остров Оки;Япония
OKJ;RJOB;Окаяма;Окаяма;Япония
OKK;KOKK;Кокомо;Кокомо;Соединенные Штаты
OKL;WAJO;Оксибил;Оксибил;Индонезия
OKM;KOKM;Окмалги;Окмалги;Соединенные Штаты
OKN;FOGQ;Оконджа;Оконджа;Габон
OKO;RJTY;авиабаза Йокота;Токио;Япония
OKP;;Оксапмин;Оксапмин;Папуа - Новая Гвинея
OKQ;WAKO;Вы совершаете прелюбодеяние;Вы совершаете прелюбодеяние;Индонезия
OKR;YYKI;Остров Йорк;Остров Йорк;Австралия
OKS;KOKS;Ошкош;Ошкош;Соединенные Штаты
OKT;UWUK;Октябрьский;Октябрьский;Российская Федерация
OKU;FYMO;Итак, эта Ложа;Итак, эта Ложа;Намибия
OKV;KOKV;Окао;Окао;Индонезия
OKY;YBOK;Оки;Оки;Австралия
OLA;ENOL;Орланд;Орланд;Норвегия
OLB;LIEO;Коста Смеральда;Ольбия;Италия
OLD;KOLD;Старый город;Старый город;Соединенные Штаты
OLE;KOLE;Муниципальный;Олеан;Соединенные Штаты
OLF;KOLF;Международный;Вульф-Пойнт;Соединенные Штаты
OLH;;Старая Гавань СПБ;Старая Гавань;Соединенные Штаты
OLI;POLI;Риф;Олафсвик;Исландия
OLJ;NVSZ;Олпои;Олпои;Вануату
OLK;ZMUL;Форт Олимп;Форт Олимп;Парагвай
OLM;KOLM;Олимпия;Олимпия;Соединенные Штаты
OLN;SAVM;Колония Сармьенто;Колония Сармьенто;Аргентина
OLO;LKOL;Оломоуц;Оломоуц;Чешская Республика
OLP;YOLD;Олимпийская плотина;Олимпийская плотина;Австралия
OLQ;;Олсобип;Олсобип;Папуа - Новая Гвинея
OLS;KOLS;Международный;Ногалес;Соединенные Штаты
OLU;KOLU;Колумбус Муниципальный;Колумбус, штат Небраска;Соединенные Штаты
OLV;KOLV;Оливковая ветвь Арпт;Ветка оливы;Соединенные Штаты
OLY;KOLY;Олни-Ноубл;Олни;Соединенные Штаты
OMA;KOMA;Аэродром Эппли;Омаха;Соединенные Штаты
OMB;FOOH;Конверсии;Конверсии;Габон
OMC;RPVO;Ормок;Ормок;Филиппины
OMD;FYOG;Оранжмут;Оранжмут;Намибия
OME;PAOM;Имя;Имя;Соединенные Штаты
OMF;OJMF;Король Хусейн;Мафрак;Иордания
OMG;FYOE;Омега;Омега;Намибия
OMH;OITR;Урмие;Урмие;Иран
OMI;OIAJ;Омидия;Омидия;Иран
OMJ;;Омура;Омура;Япония
OMK;KOMK;Муниципальный;Чувствовать;Соединенные Штаты
OML;;Омкалай;Омкалай;Папуа - Новая Гвинея
OMM;OONR;Мрамор;Мрамор;Мой собственный
OMN;;Османабад;Османабад;Индия
OMO;LQMO;Мостар;Мостар;Босния и Герцеговина
OMR;LROD;город Орадя;город Орадя;Румыния
OMS;UNOO;Омск;Омск;Российская Федерация
OMY;;Оддор Минче;Оддор Минче;Камбоджа
ONA;KONA;Муниципальный;Вайнона;Соединенные Штаты
ONB;;Уничтожьте это;Уничтожьте это;Папуа - Новая Гвинея
OND;FYOA;Ондангва;Ондангва;Намибия
ONE;;Онепусу;Онепусу;Соломоновы острова
ONG;YMTI;Морнингтон;Морнингтон;Австралия
ONH;;Муниципальный;Онеонта;Соединенные Штаты
ONI;WABD;океан;океан;Индонезия
ONJ;RJSR;Одате Носиро;Одате Носиро;Япония
ONL;KONL;Муниципальный;Онейл;Соединенные Штаты
ONM;KONM;Помощь;Помощь;Соединенные Штаты
ONN;EGXU;Луковый залив;Луковый залив;Соединенные Штаты
ONO;KONO;Муниципальный аэропорт Онтарио;Онтарио;Соединенные Штаты
ONP;KONP;Ньюпорт;Ньюпорт;Соединенные Штаты
ONQ;LTAS;Зонгулдак;Зонгулдак;Турция
ONR;YMNK;Монкира;Монкира;Австралия
ONS;YOLW;Онслоу;Онслоу;Австралия
ONT;KONT;Онтарио Интернэшнл;Онтарио;Соединенные Штаты
ONU;NFOL;Шесть листьев;Шесть листьев;Фиджи
ONX;MPEJ;Энрике Адольфо Хименес;Двоеточие;Панама
ONY;KONY;Олни;Олни;Соединенные Штаты
OOA;KOOA;Муниципальный;Оскалуса;Соединенные Штаты
OOK;PAOO;Токсук Бэй;Токсук Бэй;Соединенные Штаты
OOL;YBCG;Кулангатта/Голд-Кост;Кулангатта/Голд-Кост;Австралия
OOM;YCOM;Кума;Кума;Австралия
OOR;YMOO;Мураберри;Мураберри;Австралия
OOT;NGON;Онотао;Онотао;Кирибати
OPA;BIKP;Копаскер;Копаскер;Исландия
OPB;;Открытая бухта;Открытая бухта;Папуа - Новая Гвинея
OPF;KOPF;Опа Аллюр;Майами;Соединенные Штаты
OPI;YOEN;Оэнпелли;Оэнпелли;Австралия
OPL;KOPL;Приход Сент-Ландри;Опелусас;Соединенные Штаты
OPO;LPPR;Франсиско Сю¿½ï¿½ï¿½;Гавань;Португалия
OPS;SWSI;Синоп;Синоп;Бразилия
OPU;AYBM;Они включены;Они включены;Папуа - Новая Гвинея
OPW;FYOP;Опува;Опува;Намибия
ORA;SASO;Оран;Оран;Аргентина
ORB;ESOE;Эреббро-бофорс;Эребру;Швеция
ORC;SKOE;Орокуэ;Орокуэ;Колумбия
ORD;KORD;Чикаго Охара Интернэшнл;Чикаго, Иллинойс;Соединенные Штаты
ORE;LFOJ;Орлеан;Орлеан;Франция
ORF;KORF;Международный аэропорт Норфолка;Норфолк;Соединенные Штаты
ORG;SMZO;Забота и надежда;Парамарибо;Суринам
ORH;KORH;Региональный аэропорт Вустера;Вустер;Соединенные Штаты
ORI;KORI;Порт-Лайонс СПБ;Порт-Лайонс;Соединенные Штаты
ORJ;SYOR;Запеченный;Запеченный;Бразилия
ORK;EICK;Корк;Корк;Ирландия
ORL;KORL;Орландо Исполнительный;Орландо;Соединенные Штаты
ORM;EGBK;Нортгемптон;Нортгемптон;Великобритания
ORN;DAOO;Это Сения;Оран;Алжир
ORO;MHYR;Йоро;Йоро;Гондурас
ORP;FBOR;Орапа;Орапа;Ботсвана
ORQ;LFPY;Вертодром;Норуолк;Соединенные Штаты
ORR;YYOR;Йорктаун;Йорктаун;Австралия
ORS;;Водный порт;Орфеус Айленд Резорт;Австралия
ORT;PAOR;Нортвей;Нортвей;Соединенные Штаты
ORU;SLOR;Оруро;Оруро;Боливия
ORV;;Мемориал Кертиса;Молодость;Соединенные Штаты
ORW;OPOR;Гардероб;Гардероб;Пакистан
ORX;SNOX;ориксамин;ориксамин;Бразилия
ORY;LFPO;Орли;Париж;Франция
ORZ;;Оранжевая прогулка;Оранжевая прогулка;Белиз
OSB;KOSB;Осейдж Бич;Осейдж Бич;Соединенные Штаты
OSC;KOSC;База Вуртсмит;Оскода;Соединенные Штаты
OSD;ESNZ;Фрозо;Эстерсунд;Швеция
OSE;;убийство;убийство;Папуа - Новая Гвинея
OSG;;Оксим;Оксим;Папуа - Новая Гвинея
OSH;KOSH;Уиттман Филд;Ошкош;Соединенные Штаты
OSI;LDOS;Осиек;Осиек;Хорватия
OSK;ESMO;Оскарсхамн;Оскарсхамн;Швеция
OSL;ENGM;Аэропорт Осло, Гардермуэн;Осло;Норвегия
OSM;ORBM;Мосул;Мосул;Ирак
OSN;RKSO;Осан АБ;Часть;Корея, Юг)
OSP;EPSK;Редзиково;Слупск;Польша
OSR;LKMT;Моснов;Острава;Чешская Республика
OSS;UAFO;Международный аэропорт Ош;Суп;Кыргызстан
OST;EBOS;Международный аэропорт Остенде/Брюгге;Остенде;Бельгия
OSU;KOSU;Университет штата Огайо;Колумбус;Соединенные Штаты
OSW;UWOR;Орск;Орск;Российская Федерация
OSX;KOSX;Округ Аттала;Костюшко;Соединенные Штаты
OSY;ENNM;Намсус;Намсус;Норвегия
OSZ;EPKO;Кошалин;Кошалин;Польша
OTA;;Тип;Тип;Эфиопия
OTC;FTTL;Он был;Он был;Чад
OTD;;бухгалтер;бухгалтер;Панама
OTG;KOTG;Уортингтон;Уортингтон;Соединенные Штаты
OTH;KOTH;Норт-Бенд;Норт-Бенд;Соединенные Штаты
OTI;WAMR;Остров Моротай;Питу, остров Моротаи;Индонезия
OTJ;FYOJ;Очиваронго;Очиваронго;Намибия
OTL;GQNB;Бутилимит;Бутилимит;Мавритания
OTM;KOTM;Промышленный;Оттумва;Соединенные Штаты
OTN;KOTN;Зеленый;Октаун;Соединенные Штаты
OTO;LPOT;До;Отто;Соединенные Штаты
OTP;LROP;Анри Коанда Интернэшнл;Бухарест;Румыния
OTR;MRCC;пень 47;пень 47;Коста-Рика
OTS;;Анакортес;Анакортес;Соединенные Штаты
OTU;SKOT;Один;Один;Колумбия
OTV;;Духовка Ява;Духовка Ява;Соломоновы острова
OTY;;Болезнь;Болезнь;Папуа - Новая Гвинея
OTZ;PAOT;Коцебу;Коцебу;Соединенные Штаты
OUA;DFFD;Уагадугу;Уагадугу;Буркина-Фасо
OUD;GMFO;Ангады;Ужда;Марокко
OUE;FCOU;Уэссо;Уэссо;Конго
OUG;DFCC;Уахигуя;Уахигуя;Буркина-Фасо
OUH;FAOH;Оудсхорн;Оудсхорн;Южная Африка
OUI;LFEC;Пан Хоуэй;Пан Хоуэй;Лаос
OUK;;Внешние шхеры;Внешние шхеры;Великобритания
OUL;EFOU;Оулу;Оулу;Финляндия
OUM;;Ум Хаджер;Ум Хаджер;Чад
OUN;KOUN;Макс Вестхаймер;Норман;Соединенные Штаты
OUR;FKKI;Батури;Батури;Камерун
OUS;SDOU;Ориньюс;Ориньюс;Бразилия
OUT;FTTS;Боссо;Боссо;Чад
OUU;;Доход;Доход;Габон
OUZ;GQPZ;Зуэрат;Зуэрат;Мавритания
OVA;FMSL;Бекилы;Бекилы;Мадагаскар
OVB;UNNT;Толмачево;Новосибирск;Российская Федерация
OVD;LEAS;Астурия;Овьедо/Авилес;Испания
OVE;KOVE;Оровилл;Оровилл;Соединенные Штаты
OVG;SBOI;Оверберг (FAOB);Оверберг;Бельгия
OVL;SCOV;овал;овал;Чили
OVR;LPOV;олаваррия;олаваррия;Аргентина
OWA;KOWA;Оватонна;Оватонна;Соединенные Штаты
OWB;KOWB;Округ Дэвис;Оуэнсборо;Соединенные Штаты
OWD;KOWD;Мемориал;Норвуд;Соединенные Штаты
OWE;;Овендо;Овендо;Габон
OWK;KOWK;Центральный аэропорт штата Мэн Норриджуок;Норриджвок;Соединенные Штаты
OXB;GGOV;Освальдо Виейра Интернэшнл;Бисау;Гвинея-Бисау
OXC;KOXC;Уотербери-Оксфорд;Оксфорд, Коннектикут;Соединенные Штаты
OXD;KOXD;Университет Майами;Оксфорд;Канада
OXF;EGTK;Оксфорд (Кидлингтон);Оксфорд;Великобритания
OXO;;ориентирует;ориентирует;Австралия
OXR;KOXR;Вентура;Вентура;Соединенные Штаты
OXY;YMNY;Морни;Морни;Австралия
OYA;SATG;Гойя;Гойя;Аргентина
OYE;FOGO;ойем;ойем;Габон
OYG;;Душа;Душа;Уганда
OYK;SBOI;Ояпок;Ояпок;Бразилия
OYL;HKMY;Мояле;Мояле;Эфиопия
OYN;YOUY;Ух ты;Ух ты;Австралия
OYO;SAZH;три ручья;три ручья;Аргентина
OYP;SOOG;Сен-Жорж де Лойапок;Сен-Жорж де Лойапок;Французская Гвиана
OYS;;Йосемитский национальный парк;Йосемитский национальный парк;Соединенные Штаты
OZA;KOZA;Муниципальный озон;Проклинать;Соединенные Штаты
OZC;RPMO;Два;Озамис Сити;Филиппины
OZH;UKDE;Запорожье;Запорожье;Украина
OZI;EGXU;Бобадилья;Бобадилья;Сальвадор
OZP;LEMO;Придурок;Придурок;Испания
OZR;KOZR;Кэрнс ААФ;Озарк;Соединенные Штаты
OZU;EGXU;Монтилья;Монтилья;Панама
OZZ;GMMZ;Уарзазат;Уарзазат;Марокко
PAA;VYPA;Па-ан;Па-ан;Мьянма
PAB;VEBU;Биласпур;Биласпур;Индия
PAC;MPMG;Паитилла-Маркос А. Гелаберт;Панама;Панама
PAD;EDLP;Падерборн/Липпштадт;Падерборн;Германия
PAE;KPAE;Округ Снохомиш;Эверетт;Соединенные Штаты
PAF;HUPA;При краже;При краже;Уганда
PAG;RPMP;Пагадиан;Пагадиан;Филиппины
PAH;KPAH;Баркли Региональный;Падука, Кентукки;Соединенные Штаты
PAI;;Пыльца;Пыльца;Камбоджа
PAJ;OPPC;в Чинар;в Чинар;Пакистан
PAK;PHPA;Порт Аллен;Ханапепе;Соединенные Штаты
PAL;SKPQ;Паланкеро;Паланкеро;Колумбия
PAM;KPAM;Авиабаза Тиндалл;Панама;Панама
PAN;VTSK;Паттани;Паттани;Таиланд
PAO;KPAO;Высокий столб;Высокий столб;Соединенные Штаты
PAP;MTPP;Туссен-Лувертюр Интернэшнл;Порт-о-Пренс;Гаити
PAQ;PAAQ;Муниципальный;Палмер;Соединенные Штаты
PAS;LGPA;дни;дни;Греция
PAT;VEPT;Патна;Патна;Индия
PAU;VYPK;Паук;Паук;Мьянма
PAV;SBUF;Пауло Афонсу;Пауло Афонсу;Бразилия
PAW;LFDJ;Собака;Собака;Папуа - Новая Гвинея
PAX;MTPX;Порт Мира;Порт Мира;Гаити
PAY;WBKP;Памол;Памол;Малайзия
PAZ;MMPA;Крахмал;фотография Рики;Мексика
PBA;WASO;Пойнт Барроу;Курган;Соединенные Штаты
PBB;SSPN;Паранаиба;Паранаиба;Бразилия
PBC;MMPB;Херманос Визит Интернэшнл;Пуэбла Атлиско;Мексика
PBD;VAPR;Порбандар;Порбандар;Индия
PBE;SKPR;Пуэрто Беррио;Пуэрто Беррио;Колумбия
PBF;KPBF;Грайдер Филд;Пайн Блафф;Соединенные Штаты
PBG;KPBG;Платтсбург Интернэшнл;Платтсбург;Соединенные Штаты
PBH;VQPR;останавливаться;останавливаться;Бутан
PBI;KPBI;Палм-Бич Интернэшнл;Уэст-Палм-Бич;Соединенные Штаты
PBJ;NVSI;Паама;Паама;Новая Каледония
PBK;UHMP;Пак-Крик;Пак-Крик;Соединенные Штаты
PBL;SVPC;Пуэрто-Кабельо;Пуэрто-Кабельо;Венесуэла
PBM;SMJP;Международный Зандерий;Парамарибо;Суринам
PBN;FNPA;Порт Амбоим;Порт Амбоим;Ангола
PBO;YPBO;Парабурду;Парабурду;Австралия
PBP;MRIA;Пунта Ислита;Пунта Ислита;Коста-Рика
PBQ;SWPM;перец хороший;перец хороший;Бразилия
PBR;MGPB;Пуэрто-Барриос;Пуэрто-Барриос;Гватемала
PBS;;Патонг Бич;Патонг Бич;Таиланд
PBT;NTAA;Пуэрто-Леда;Пуэрто-Леда;Парагвай
PBU;VYPT;Путао;Путао;Мьянма
PBV;PAPB;Порту-дус-Гаучос;Порту-дус-Гаучос;Бразилия
PBW;;Здесь ничего нет;Здесь ничего нет;Гана
PBX;KPBX;Северный Порту-Алегри;Северный Порту-Алегри;Бразилия
PBY;KHBG;Гамильтон/Прозерпина;Пепперс Палм Бэй;Австралия
PBZ;FAPG;Плеттенберг Бэй;Плеттенберг Бэй;Южная Африка
PCA;PAOC;Портидж-Крик;Портидж-Крик;Соединенные Штаты
PCB;WIHP;Капустная Хатка;Джакарта;Индонезия
PCC;;Пуэрто-Рико;Пуэрто-Рико;Колумбия
PCD;KPDC;Муниципальный;Луг Собаки;Соединенные Штаты
PCE;;Пейнтер Крик;Пейнтер Крик;Соединенные Штаты
PCG;;Шаговые лошади;Шаговые лошади;Гватемала
PCH;;Паласиос;Паласиос;Гондурас
